10
path,point1x,point1y,point2x,point2y,distance
9-2,1.265936258705534,1.004053897878877,0.9973454465835858,-0.09470896893689112,1.1311148756203029
2-10,0.9973454465835858,-0.09470896893689112,-0.8667404022651017,0.386186399174856,1.9251172449877603
10-2,-0.8667404022651017,0.386186399174856,0.9973454465835858,-0.09470896893689112,1.9251172449877603
3-4,0.28297849805199204,1.4913896261242878,-1.506294713918092,-0.638901996684651,2.782021032502034
4-3,-1.506294713918092,-0.638901996684651,0.28297849805199204,1.4913896261242878,2.782021032502034
3-5,0.28297849805199204,1.4913896261242878,-0.5786002519685364,-0.44398195964606546,2.1184855716983746
5-3,-0.5786002519685364,-0.44398195964606546,0.28297849805199204,1.4913896261242878,2.1184855716983746
3-6,0.28297849805199204,1.4913896261242878,1.651436537097151,-0.43435127561851733,2.3624469148051803
6-3,1.651436537097151,-0.43435127561851733,0.28297849805199204,1.4913896261242878,2.3624469148051803
3-7,0.28297849805199204,1.4913896261242878,-2.426679243393074,2.2059300827254558,2.8022871265973053
7-3,-2.426679243393074,2.2059300827254558,0.28297849805199204,1.4913896261242878,2.8022871265973053
3-8,0.28297849805199204,1.4913896261242878,-0.42891262885617726,2.1867860889737867,0.9951709486888057
8-3,-0.42891262885617726,2.1867860889737867,0.28297849805199204,1.4913896261242878,0.9951709486888057
3-9,0.28297849805199204,1.4913896261242878,1.265936258705534,1.004053897878877,1.0971335703794278
9-3,1.265936258705534,1.004053897878877,0.28297849805199204,1.4913896261242878,1.0971335703794278
3-10,0.28297849805199204,1.4913896261242878,-0.8667404022651017,0.386186399174856,1.5947814027652143
10-3,-0.8667404022651017,0.386186399174856,0.28297849805199204,1.4913896261242878,1.5947814027652143
4-5,-1.506294713918092,-0.638901996684651,-0.5786002519685364,-0.44398195964606546,0.9479508613694061
5-4,-0.5786002519685364,-0.44398195964606546,-1.506294713918092,-0.638901996684651,0.9479508613694061
4-6,-1.506294713918092,-0.638901996684651,1.651436537097151,-0.43435127561851733,3.1643494830892127
6-4,1.651436537097151,-0.43435127561851733,-1.506294713918092,-0.638901996684651,3.1643494830892127
4-7,-1.506294713918092,-0.638901996684651,-2.426679243393074,2.2059300827254558,2.9900129167175375
7-4,-2.426679243393074,2.2059300827254558,-1.506294713918092,-0.638901996684651,2.9900129167175375
4-8,-1.506294713918092,-0.638901996684651,-0.42891262885617726,2.1867860889737867,3.024113971834462
8-4,-0.42891262885617726,2.1867860889737867,-1.506294713918092,-0.638901996684651,3.024113971834462
4-9,-1.506294713918092,-0.638901996684651,1.265936258705534,1.004053897878877,3.2225096799008655
9-4,1.265936258705534,1.004053897878877,-1.506294713918092,-0.638901996684651,3.2225096799008655
4-10,-1.506294713918092,-0.638901996684651,-0.8667404022651017,0.386186399174856,1.20823670564991
10-4,-0.8667404022651017,0.386186399174856,-1.506294713918092,-0.638901996684651,1.20823670564991
5-6,-0.5786002519685364,-0.44398195964606546,1.651436537097151,-0.43435127561851733,2.230057584606559
6-5,1.651436537097151,-0.43435127561851733,-0.5786002519685364,-0.44398195964606546,2.230057584606559
5-7,-0.5786002519685364,-0.44398195964606546,-2.426679243393074,2.2059300827254558,3.23070112991752
7-5,-2.426679243393074,2.2059300827254558,-0.5786002519685364,-0.44398195964606546,3.23070112991752
5-8,-0.5786002519685364,-0.44398195964606546,-0.42891262885617726,2.1867860889737867,2.6350231327546503
8-5,-0.42891262885617726,2.1867860889737867,-0.5786002519685364,-0.44398195964606546,2.6350231327546503
5-9,-0.5786002519685364,-0.44398195964606546,1.265936258705534,1.004053897878877,2.3450208493503144
9-5,1.265936258705534,1.004053897878877,-0.5786002519685364,-0.44398195964606546,2.3450208493503144
5-10,-0.5786002519685364,-0.44398195964606546,-0.8667404022651017,0.386186399174856,0.8787515292734058
10-5,-0.8667404022651017,0.386186399174856,-0.5786002519685364,-0.44398195964606546,0.8787515292734058
6-7,1.651436537097151,-0.43435127561851733,-2.426679243393074,2.2059300827254558,4.858200692674409
7-6,-2.426679243393074,2.2059300827254558,1.651436537097151,-0.43435127561851733,4.858200692674409
6-8,1.651436537097151,-0.43435127561851733,-0.42891262885617726,2.1867860889737867,3.346373221316564
8-6,-0.42891262885617726,2.1867860889737867,1.651436537097151,-0.43435127561851733,3.346373221316564
6-9,1.651436537097151,-0.43435127561851733,1.265936258705534,1.004053897878877,1.4891675217328921
9-6,1.265936258705534,1.004053897878877,1.651436537097151,-0.43435127561851733,1.4891675217328921
6-10,1.651436537097151,-0.43435127561851733,-0.8667404022651017,0.386186399174856,2.6484896023377473
10-6,-0.8667404022651017,0.386186399174856,1.651436537097151,-0.43435127561851733,2.6484896023377473
7-8,-2.426679243393074,2.2059300827254558,-0.42891262885617726,2.1867860889737867,1.9978583379846975
8-7,-0.42891262885617726,2.1867860889737867,-2.426679243393074,2.2059300827254558,1.9978583379846975
7-9,-2.426679243393074,2.2059300827254558,1.265936258705534,1.004053897878877,3.8832867020142
9-7,1.265936258705534,1.004053897878877,-2.426679243393074,2.2059300827254558,3.8832867020142
7-10,-2.426679243393074,2.2059300827254558,-0.8667404022651017,0.386186399174856,2.3968471502959856
10-7,-0.8667404022651017,0.386186399174856,-2.426679243393074,2.2059300827254558,2.3968471502959856
8-9,-0.42891262885617726,2.1867860889737867,1.265936258705534,1.004053897878877,2.066728861636508
9-8,1.265936258705534,1.004053897878877,-0.42891262885617726,2.1867860889737867,2.066728861636508
8-10,-0.42891262885617726,2.1867860889737867,-0.8667404022651017,0.386186399174856,1.8530656766753364
10-8,-0.8667404022651017,0.386186399174856,-0.42891262885617726,2.1867860889737867,1.8530656766753364
9-10,1.265936258705534,1.004053897878877,-0.8667404022651017,0.386186399174856,2.220376091161951
10-9,-0.8667404022651017,0.386186399174856,1.265936258705534,1.004053897878877,2.220376091161951
